departure_hour,day_of_week,month,origin_airport,destination_airport,route_distance_km,weather_score,crew_duty_hours,historical_delay_rate,aircraft_age,gate_turnaround_mins,aircraft_type,delay_label,delay_probability,origin_encoded,destination_encoded,aircraft_encoded,is_peak_hour,is_monsoon,is_fog_season,is_peak_day,crew_risk,tight_turnaround,aging_aircraft,weather_monsoon,risk_score
16,4,2,AMD,DEL,887,1,13.7,0.26856007339528004,7,77,A321,1,0.5074,6,1,2,0,0,1,1,1,0,0,0,0.6439960256883479
8,2,11,BOM,PNQ,151,0,9.2,0.14301427320968263,12,24,A320,1,0.5572,0,8,0,1,0,1,0,0,1,0,0,0.23005499562338894
10,0,5,CCU,DEL,1299,0,9.1,0.4274076264107858,18,28,A320,0,0.521,4,1,0,0,0,0,0,0,1,0,0,0.24959266924377502
13,0,6,GOI,DEL,1891,0,5.9,0.3426753348542331,17,63,A321,0,0.3371,7,1,2,0,1,0,0,0,0,0,0,0.11993636719898158
17,5,10,BOM,PNQ,133,0,8.5,0.19126050268831102,20,77,A320,1,0.5265,0,8,0,1,0,0,0,0,0,1,0,0.06694117594090886
3,6,1,DEL,AMD,931,0,2.1,0.22700212284558288,5,88,B777,0,0.1408,1,6,4,0,0,1,1,0,0,0,0,0.22945074299595403
2,5,2,BOM,DEL,1173,1,3.6,0.3560661654832937,9,45,B737,0,0.3924,0,1,1,0,0,1,0,0,0,0,0,0.4546231579191528
3,0,3,AMD,DEL,852,2,2.8,0.1754348098348657,2,80,A320,0,0.4702,6,1,0,0,0,0,0,0,0,0,0,0.5614021834422029
14,1,2,MAA,BOM,1041,2,6.8,0.3208583545767825,11,53,B777,1,0.5783,5,0,4,0,0,1,0,0,0,0,0,0.6923004241018739
21,6,3,BLR,DEL,1702,0,9.3,0.4358932349324728,6,62,ATR72,0,0.3244,2,1,3,0,0,0,1,0,0,0,0,0.22256263222636546
11,0,4,CCU,DEL,1320,0,12.8,0.3954415757539213,4,71,ATR72,0,0.3582,4,1,3,0,0,0,0,1,0,0,0,0.28840455151387245
10,6,12,GOI,DEL,1879,0,3.1,0.37597457214619695,20,44,A321,0,0.3704,7,1,2,0,0,1,1,0,0,1,0,0.28159110025116896
7,2,7,BLR,HYD,476,0,8.6,0.17553949052479406,18,61,B777,1,0.5202,2,3,4,1,1,0,0,0,0,0,0,0.06143882168367792
0,2,5,DEL,CCU,1337,0,13.8,0.4382903014037246,12,24,B737,1,0.5753,1,4,1,0,0,0,0,1,1,0,0,0.40340160549130355
16,1,5,DEL,BLR,1711,1,1.4,0.424123821443383,1,37,B737,0,0.4396,1,2,1,0,0,0,0,0,0,0,0,0.398443337505184
12,6,1,HYD,BLR,475,0,2.7,0.1690999389564663,6,65,B737,0,0.1176,3,2,1,0,0,1,1,0,0,0,0,0.2091849786347632
8,3,10,GOI,DEL,1866,0,4.2,0.3714842149851655,6,45,ATR72,0,0.2986,7,1,3,1,0,0,0,0,0,0,0,0.13001947524480792
22,6,8,BOM,PNQ,119,2,7.0,0.11816314218788218,9,71,B737,1,0.6473,0,8,1,0,1,0,1,0,0,0,2,0.6113570997657587
18,1,2,DEL,BOM,1132,0,2.1,0.3984575896376113,6,67,A320,0,0.3094,1,0,0,1,0,1,0,0,0,0,0,0.21946015637316396
6,0,4,GOI,DEL,1925,1,4.2,0.3517561382648536,5,20,A321,0,0.4907,7,1,2,0,0,0,0,0,1,0,0,0.4731146483926988
11,4,9,GOI,DEL,1851,0,6.3,0.3020699074785335,4,30,B737,0,0.2908,7,1,1,0,1,0,1,0,0,0,0,0.17572446761748672
15,5,12,BOM,BLR,889,0,1.3,0.3179393056807196,19,21,B737,0,0.4272,0,2,1,0,0,1,0,0,1,1,0,0.29127875698825184
7,1,3,BOM,PNQ,147,1,1.4,0.1121605259348057,18,28,B777,1,0.6949,0,8,4,1,0,0,0,0,1,0,0,0.389256184077182
5,6,12,CCU,DEL,1354,0,9.7,0.44891814104275163,20,22,ATR72,1,0.5796,4,1,3,0,0,1,1,0,1,1,0,0.4071213493649631
23,5,6,DEL,BOM,1184,2,4.8,0.39522600783623235,3,85,A320,1,0.7081,1,0,0,0,1,0,0,0,0,0,2,0.6383291027426813
4,2,12,AMD,DEL,899,0,2.9,0.17140145175260568,9,46,A321,0,0.0686,6,1,2,0,0,1,0,0,0,0,0,0.139990508113412
20,1,5,DEL,BLR,1741,0,7.0,0.4198967944220793,6,39,B737,0,0.388,1,2,1,1,0,0,0,0,0,0,0,0.14696387804772773
8,0,3,BLR,DEL,1786,0,12.2,0.3713035319843264,16,44,A320,1,0.6685,2,1,0,1,0,0,0,1,0,0,0,0.27995623619451426
4,1,6,MAA,BOM,1041,0,2.6,0.3122302979074026,20,50,B777,0,0.3249,5,0,4,0,1,0,0,0,0,1,0,0.1092806042675909
7,1,4,BOM,DEL,1113,0,6.4,0.4153284798567202,7,65,ATR72,0,0.3161,0,1,3,1,0,0,0,0,0,0,0,0.14536496794985207
22,1,12,GOI,DEL,1945,1,4.0,0.343920182938996,16,60,B737,0,0.4376,7,1,1,0,0,1,0,0,0,0,0,0.4503720640286486
17,6,4,DEL,GOI,1939,0,4.8,0.345128517717764,18,48,B777,0,0.4381,1,7,4,1,0,0,1,0,0,0,0,0.1907949812012174
0,0,5,DEL,GOI,1866,0,5.7,0.33587270195460983,20,49,A321,0,0.2343,1,7,2,0,0,0,0,0,0,1,0,0.11755544568411343
17,6,1,DEL,AMD,857,1,13.1,0.22260613260624745,19,89,A321,1,0.789,1,6,2,1,0,1,1,1,0,1,0,0.6279121464121866
19,0,4,DEL,BOM,1171,0,13.3,0.33050996868195265,17,26,A321,1,0.7322,1,0,2,1,0,0,0,1,1,0,0,0.3656784890386834
11,2,1,HYD,BOM,590,3,5.9,0.24582268132599833,9,25,A321,1,0.8483,3,0,2,0,0,1,0,0,1,0,0,1.0160379384640994
8,3,5,DEL,BOM,1158,0,7.4,0.32860899220312606,1,89,B777,0,0.2814,1,0,4,1,0,0,0,0,0,0,0,0.11501314727109412
12,1,9,BLR,HYD,463,1,3.4,0.2120919213613,10,36,ATR72,0,0.4548,2,3,3,0,1,0,0,0,0,0,1,0.32423217247645497
23,4,6,HYD,BLR,540,0,13.0,0.19448246756734316,18,56,B737,0,0.4778,3,2,1,0,1,0,1,1,0,0,0,0.2880688636485701
7,3,6,BOM,BLR,880,0,2.5,0.23039183749510936,11,50,A320,0,0.3922,0,2,0,1,1,0,0,0,0,0,0,0.08063714312328828
22,2,12,BLR,BOM,809,0,5.9,0.3256310096980294,18,45,ATR72,0,0.2303,2,0,3,0,0,1,0,0,0,0,0,0.19397085339431028
19,3,6,BLR,HYD,499,0,12.0,0.18328471322832599,2,27,B777,1,0.6733,2,3,4,1,1,0,0,1,1,0,0,0.3141496496299141
22,5,2,GOI,DEL,1863,0,9.1,0.3746186893991261,12,86,B777,0,0.3498,7,1,4,0,0,1,0,0,0,0,0,0.21111654128969415
6,0,5,BOM,MAA,974,1,2.8,0.3536078900795281,20,69,B777,0,0.4414,0,5,4,0,0,0,0,0,0,1,0,0.37376276152783483
7,0,9,AMD,DEL,874,0,2.8,0.17528258939086025,19,62,B737,0,0.4201,6,1,1,1,1,0,0,0,0,1,0,0.061348906286801085
2,3,4,AMD,DEL,851,0,5.1,0.22934964158218513,17,26,ATR72,0,0.3417,6,1,3,0,0,0,0,0,1,0,0,0.1802723745537648
13,5,3,DEL,GOI,1937,0,2.9,0.36974316172371924,6,53,A321,0,0.1979,1,7,2,0,0,0,0,0,0,0,0,0.12941010660330174
17,3,12,BOM,DEL,1154,3,8.9,0.330126807691549,21,53,A321,1,1.0,0,1,2,1,0,1,0,0,0,1,0,0.9455443826920421
19,4,10,BOM,BLR,822,0,5.1,0.3088945123934927,8,72,ATR72,0,0.2736,0,2,3,1,0,0,1,0,0,0,0,0.17811307933772244
0,0,2,DEL,BLR,1719,0,8.4,0.37153105866269054,5,26,ATR72,0,0.3986,1,2,3,0,0,1,0,0,1,0,0,0.3100358705319417
13,4,2,BOM,HYD,573,0,5.6,0.2503179167051345,6,47,B777,0,0.1001,0,3,4,0,0,1,1,0,0,0,0,0.23761127084679706
9,1,4,BLR,HYD,532,1,9.5,0.21668214856884893,7,42,B777,1,0.6067,2,3,4,1,0,0,0,0,0,0,0,0.3258387519990971
9,2,10,DEL,BOM,1106,1,8.9,0.3166787335183674,10,44,ATR72,1,0.6467,1,0,3,1,0,0,0,0,0,0,0,0.3608375567314286
6,6,11,BOM,PNQ,143,0,8.1,0.16195825928270868,21,52,B737,0,0.3648,0,8,1,0,0,1,1,0,0,1,0,0.20668539074894804
4,0,2,BOM,BLR,869,2,1.7,0.316355680299831,8,21,A320,1,0.6765,0,2,0,0,0,1,0,0,1,0,0,0.7907244881049408
9,1,12,BOM,DEL,1152,1,9.1,0.39067928958213366,6,38,A321,1,0.6763,0,1,2,1,0,1,0,0,0,0,0,0.4667377513537468
0,5,8,PNQ,BOM,101,2,6.6,0.1866590770223317,2,28,A321,1,0.8247,8,0,2,0,1,0,0,0,1,0,2,0.6653306769578161
20,5,4,BLR,HYD,474,0,9.7,0.20021567651969038,2,65,A321,0,0.3801,2,3,2,1,0,0,0,0,0,0,0,0.07007548678189163
10,2,1,BOM,HYD,615,0,6.8,0.23761904687696223,8,53,ATR72,0,0.095,0,3,3,0,0,1,0,0,0,0,0,0.16316666640693678
14,5,4,BOM,DEL,1177,0,5.4,0.34944635191823137,13,40,B737,0,0.3098,0,1,1,0,0,0,0,0,0,0,0,0.12230622317138097
5,2,9,CCU,DEL,1267,0,5.7,0.38814738977129415,10,86,A321,0,0.2553,4,1,2,0,1,0,0,0,0,0,0,0.13585158641995293
16,0,11,DEL,GOI,1911,0,7.6,0.32431245304226686,7,75,A320,0,0.1297,1,7,0,0,0,1,0,0,0,0,0,0.1935093585647934
11,2,4,BLR,BOM,825,1,11.5,0.3325248666652181,7,41,B777,1,0.603,2,0,4,0,0,0,0,1,0,0,0,0.5163837033328263
6,3,7,BOM,DEL,1152,1,6.8,0.37475002478104286,9,74,ATR72,0,0.4499,0,1,3,0,1,0,0,0,0,0,1,0.381162508673365
16,1,2,MAA,BOM,992,2,9.2,0.30035135112979966,1,39,B737,1,0.6901,5,0,1,0,0,1,0,0,0,0,0,0.6851229728954299
22,5,11,DEL,CCU,1279,0,10.6,0.48276102613491534,16,73,B777,1,0.5431,1,4,4,0,0,1,0,1,0,0,0,0.3989663591472204
18,2,7,BOM,MAA,1035,1,8.2,0.34426359896816905,5,27,A320,1,0.8377,0,5,0,1,1,0,0,0,1,0,1,0.4704922596388592
13,0,10,BOM,DEL,1173,0,7.5,0.3629530413773997,10,83,A321,0,0.1452,0,1,2,0,0,0,0,0,0,0,0,0.12703356448208988
19,0,3,GOI,DEL,1857,0,7.7,0.3740690187723232,12,79,ATR72,0,0.3496,7,1,3,1,0,0,0,0,0,0,0,0.13092415657031312
8,6,10,BLR,HYD,497,0,12.9,0.2061934375743097,6,62,ATR72,0,0.4825,2,3,3,1,0,0,1,1,0,0,0,0.2921677031510084
23,5,9,BLR,DEL,1751,1,6.0,0.42844056656084006,20,50,A321,1,0.6214,2,1,2,0,1,0,0,0,0,1,1,0.399954198296294
20,3,6,MAA,BOM,984,1,2.5,0.2626137658016152,16,73,A321,1,0.655,5,0,2,1,1,0,0,0,0,0,1,0.34191481803056534
6,4,2,AMD,DEL,873,3,7.3,0.17636014363777974,12,53,B737,1,0.7205,6,1,1,0,0,1,1,0,0,0,0,0.9617260502732228
21,5,7,DEL,GOI,1895,1,1.8,0.37212244674989164,6,53,A320,0,0.4988,1,7,0,0,1,0,0,0,0,0,1,0.3802428563624621
16,2,10,MAA,BOM,1063,2,1.7,0.3038121010039813,17,82,B737,1,0.6215,5,0,1,0,0,0,0,0,0,0,0,0.6063342353513934
8,5,2,BLR,DEL,1789,0,2.5,0.40281777214230174,21,59,A321,0,0.4611,2,1,2,1,0,1,0,0,0,1,0,0.22098622024980558
18,6,6,BOM,PNQ,85,0,13.4,0.13836090403551582,7,68,A320,1,0.6053,0,8,0,1,1,0,1,1,0,0,0,0.26842631641243053
6,5,7,CCU,DEL,1255,0,6.8,0.4691313935606456,7,43,A321,0,0.4077,4,1,2,0,1,0,0,0,0,0,0,0.16419598774622596
3,3,12,BOM,BLR,851,0,5.5,0.32231687117541796,16,31,B737,0,0.2989,0,2,1,0,0,1,0,0,0,0,0,0.1928109049113963
1,6,9,DEL,AMD,914,1,9.2,0.19716987668912095,16,58,B777,1,0.6289,1,6,4,0,1,0,1,0,0,0,1,0.3890094568411923
18,6,6,MAA,BOM,972,2,8.2,0.340163122948636,6,80,B737,1,0.9361,5,0,1,1,1,0,1,0,0,0,2,0.6890570930320226
18,5,11,BOM,HYD,598,0,10.3,0.2623411731336265,6,76,B777,0,0.5049,0,3,4,1,0,1,0,1,0,0,0,0.3218194105967693
8,0,1,BOM,HYD,634,0,2.9,0.2442066213118075,1,84,B777,0,0.2477,0,3,4,1,0,1,0,0,0,0,0,0.16547231745913263
19,2,2,BOM,DEL,1175,0,8.2,0.33016011875490286,4,45,B777,0,0.3821,0,1,4,1,0,1,0,0,0,0,0,0.195556041564216
22,5,5,DEL,BOM,1101,0,10.1,0.3560115983009348,5,45,ATR72,0,0.3924,1,0,3,0,0,0,0,1,0,0,0,0.27460405940532717
16,4,8,BLR,BOM,878,0,13.0,0.30030437475570215,19,85,ATR72,1,0.5201,2,0,3,0,1,0,1,1,0,1,0,0.3251065311644958
16,2,1,AMD,DEL,844,0,11.3,0.21539588330478598,3,82,A320,0,0.2862,6,1,0,0,0,1,0,1,0,0,0,0.30538855915667507
13,3,12,HYD,BLR,493,2,8.6,0.19334802087447828,20,83,A321,1,0.6773,3,2,2,0,0,1,0,0,0,1,0,0.6476718073060673
9,1,11,DEL,BOM,1167,2,11.2,0.3195358960848608,13,56,A320,1,0.9278,1,0,0,1,0,1,0,1,0,0,0,0.8418375636297013
23,0,10,DEL,CCU,1326,1,2.5,0.44063664052774615,3,84,ATR72,0,0.3763,1,4,3,0,0,0,0,0,0,0,0,0.4042228241847111
5,2,12,MAA,BOM,1006,1,6.7,0.33177884305894195,1,32,B737,0,0.4027,5,0,1,0,0,1,0,0,0,0,0,0.4461225950706297
22,4,9,DEL,CCU,1264,0,10.8,0.4794134561732273,6,86,A321,0,0.4918,1,4,2,0,1,0,1,1,0,0,0,0.3877947096606295
9,5,9,PNQ,BOM,119,0,3.6,0.13380217963503294,9,21,ATR72,1,0.5535,8,0,3,1,1,0,0,0,1,0,0,0.14683076287226154
5,5,10,BOM,HYD,574,0,8.4,0.2441853708091064,2,39,B777,0,0.3177,0,3,4,0,0,0,0,0,0,0,0,0.08546487978318723
11,5,4,BLR,BOM,876,1,4.6,0.3146365112123656,4,88,A321,0,0.3759,2,0,2,0,0,0,0,0,0,0,0,0.3601227789243279
15,4,8,DEL,AMD,893,1,7.9,0.21554359784406613,17,70,A321,0,0.4862,1,6,2,0,1,0,1,0,0,0,1,0.39544025924542314
16,1,6,DEL,BLR,1728,0,9.9,0.39077904647047534,10,78,B737,0,0.3563,1,2,1,0,1,0,0,0,0,0,0,0.13677266626466636
9,5,10,BLR,HYD,481,1,5.7,0.19100433454577515,10,21,A320,1,0.6264,2,3,0,1,0,0,0,0,1,0,0,0.4168515170910213
6,3,11,BOM,HYD,578,0,12.1,0.2798484242930426,20,72,A321,0,0.4119,0,3,2,0,0,1,0,1,0,1,0,0.3279469485025649
12,3,9,HYD,BOM,591,0,2.7,0.22125778124861956,6,67,B777,0,0.1885,3,0,4,0,1,0,0,0,0,0,0,0.07744022343701684
4,6,3,BOM,PNQ,106,0,8.5,0.17865834708315065,8,80,B777,0,0.2715,0,8,4,0,0,0,1,0,0,0,0,0.1325304214791027
19,3,2,BLR,HYD,523,0,3.1,0.18631643884539548,13,37,B777,0,0.3445,2,3,4,1,0,1,0,0,0,0,0,0.14521075359588842
15,0,10,DEL,BOM,1180,1,9.3,0.3853465553202553,10,84,B737,0,0.4541,1,0,1,0,0,0,0,0,0,0,0,0.38487129436208933
14,2,9,BLR,HYD,518,0,8.3,0.16043075918208644,7,75,ATR72,0,0.2642,2,3,3,0,1,0,0,0,0,0,0,0.05615076571373025
5,6,2,DEL,CCU,1317,0,1.8,0.45981874999385286,6,56,B737,0,0.2339,1,4,1,0,0,1,1,0,0,0,0,0.3109365624978485
3,3,5,AMD,DEL,918,0,4.7,0.22113390897961327,4,81,ATR72,0,0.0885,6,1,3,0,0,0,0,0,0,0,0,0.07739686814286464
5,1,5,HYD,BOM,598,0,8.6,0.2338283173404748,1,58,B777,0,0.1935,3,0,4,0,0,0,0,0,0,0,0,0.08183991106916617
19,1,7,BLR,BOM,828,2,12.1,0.30505453006199956,10,73,ATR72,1,0.972,2,0,3,1,1,0,0,1,0,0,2,0.7567690855216999
4,6,1,BOM,DEL,1125,3,5.1,0.339804453811094,17,32,A321,1,0.9559,0,1,2,0,0,1,1,0,0,0,0,1.0189315588338828
16,6,9,BOM,BLR,804,2,8.3,0.2479656965836846,6,49,A320,1,0.7492,0,2,0,0,1,0,1,0,0,0,2,0.6567879938042895
8,1,5,HYD,BLR,450,0,13.1,0.2259502975624898,9,53,A321,0,0.4404,3,2,2,1,0,0,0,1,0,0,0,0.22908260414687143
17,1,2,BLR,DEL,1721,0,9.8,0.3905001098587549,16,69,B777,0,0.5062,2,1,4,1,0,1,0,0,0,0,0,0.21667503845056418
7,1,5,MAA,BOM,983,0,9.0,0.2659394884771402,20,39,B777,1,0.5264,5,0,4,1,0,0,0,0,0,1,0,0.09307882096699907
9,1,10,GOI,DEL,1879,2,3.5,0.3216284928544355,4,80,B777,1,0.6787,7,1,4,1,0,0,0,0,0,0,0,0.6125699724990524
14,6,1,BLR,BOM,813,1,1.3,0.2827006768496102,11,49,A320,0,0.4131,2,0,0,0,0,1,1,0,0,0,0,0.4989452368973636
23,5,9,BOM,HYD,588,2,4.0,0.22006320901465734,15,32,A320,1,0.758,0,3,0,0,1,0,0,0,0,0,2,0.57702212315513
8,3,3,HYD,BLR,490,0,9.1,0.1740222994451257,8,78,A320,0,0.3196,3,2,0,1,0,0,0,0,0,0,0,0.06090780480579399
21,1,12,BLR,DEL,1726,1,3.7,0.382168636870131,3,29,A321,1,0.5029,2,1,2,0,0,1,0,0,1,0,0,0.5637590229045458
12,0,3,MAA,BOM,1030,1,7.6,0.29770482251793545,20,33,B737,0,0.4891,5,0,1,0,0,0,0,0,0,1,0,0.3541966878812774
9,1,2,HYD,BOM,599,0,9.8,0.30588415834142607,8,22,A321,1,0.5224,3,0,2,1,0,1,0,0,1,0,0,0.2870594554194991
3,0,3,DEL,GOI,1858,0,6.4,0.39778536935017816,11,39,A321,0,0.2791,1,7,2,0,0,0,0,0,0,0,0,0.13922487927256236
10,3,8,AMD,DEL,843,2,9.0,0.21119465486122635,12,67,A321,1,0.7345,6,1,2,0,1,0,0,0,0,0,2,0.5739181292014293
3,2,9,PNQ,BOM,73,1,10.1,0.15381399025162695,6,58,ATR72,1,0.6115,8,0,3,0,1,0,0,1,0,0,1,0.4538348965880694
16,4,10,BOM,PNQ,97,1,7.5,0.131003402401245,9,33,B777,0,0.3724,0,8,4,0,0,0,1,0,0,0,0,0.36585119084043577
0,0,8,BLR,HYD,479,0,10.2,0.22733665661522873,16,85,A320,0,0.4909,2,3,0,0,1,0,0,1,0,0,0,0.22956782981533003
19,2,12,HYD,BOM,653,0,8.0,0.287730068633566,11,68,A321,0,0.3151,3,0,2,1,0,1,0,0,0,0,0,0.1807055240217481
14,1,12,MAA,BOM,987,2,5.7,0.3160469721364431,7,34,ATR72,1,0.5964,5,0,3,0,0,1,0,0,0,0,0,0.690616440247755
13,0,6,BLR,DEL,1733,0,10.7,0.43279249545453125,19,85,ATR72,1,0.5731,2,1,3,0,1,0,0,1,0,1,0,0.3014773734090859
8,1,9,AMD,DEL,926,2,1.5,0.2504832817296472,16,80,A320,1,0.8502,6,1,0,1,1,0,0,0,0,0,2,0.5876691486053764
21,5,4,BLR,DEL,1771,0,6.9,0.4205759051036985,7,84,A321,0,0.2182,2,1,2,0,0,0,0,0,0,0,0,0.14720156678629448
16,4,7,BOM,MAA,1047,0,5.9,0.32335544335535793,5,49,ATR72,0,0.2293,0,5,3,0,1,0,1,0,0,0,0,0.18317440517437528
8,6,10,DEL,CCU,1256,1,1.3,0.403642544330172,13,47,A321,1,0.6115,1,4,2,1,0,0,1,0,0,0,0,0.4612748905155602
16,5,4,PNQ,BOM,134,0,12.2,0.1600454865424358,13,62,ATR72,0,0.414,8,0,3,0,0,0,0,1,0,0,0,0.20601592028985252
23,3,3,BOM,DEL,1107,0,9.3,0.3754214419765248,11,31,B737,0,0.3702,0,1,1,0,0,0,0,0,0,0,0,0.13139750469178366
4,6,4,HYD,BLR,474,1,6.1,0.20460469440965962,18,81,A320,0,0.4318,3,2,0,0,0,0,1,0,0,0,0,0.39161164304338086
13,0,1,DEL,GOI,1874,0,11.8,0.33026792103787544,19,42,A320,1,0.5021,1,7,0,0,0,1,0,1,0,1,0,0.3455937723632564
15,0,2,GOI,DEL,1863,1,6.3,0.32601171832033254,15,66,ATR72,0,0.3804,7,1,3,0,0,1,0,0,0,0,0,0.44410410141211637
22,6,3,BLR,HYD,521,0,3.0,0.14829229259620846,17,42,ATR72,0,0.2793,2,3,3,0,0,0,1,0,0,0,0,0.12190230240867297
0,3,1,CCU,DEL,1344,1,5.4,0.45651065916331307,15,32,ATR72,0,0.5026,4,1,3,0,0,1,0,0,0,0,0,0.48977873070715955
23,4,8,BOM,PNQ,80,1,5.0,0.10857942848994895,9,71,ATR72,0,0.3934,0,8,3,0,1,0,1,0,0,0,1,0.35800279997148216
9,6,5,MAA,BOM,1057,0,4.1,0.338974899029538,8,72,ATR72,0,0.3356,5,0,3,1,0,0,1,0,0,0,0,0.18864121466033829
14,6,7,PNQ,BOM,127,1,7.9,0.1869441469132257,5,86,B737,0,0.4748,8,0,1,0,1,0,1,0,0,0,1,0.385430451419629
4,3,4,PNQ,BOM,78,0,10.1,0.10132697530646859,13,80,ATR72,0,0.3405,8,0,3,0,0,0,0,1,0,0,0,0.185464441357264
0,5,1,BOM,PNQ,126,0,13.3,0.1282667360541159,8,89,B737,0,0.3513,0,8,1,0,0,1,0,1,0,0,0,0.27489335761894057
8,6,7,DEL,AMD,848,0,13.3,0.16325740774844824,20,53,A320,1,0.6653,1,6,0,1,1,0,1,1,0,1,0,0.2771400927119569
12,4,1,BLR,DEL,1721,1,2.4,0.44623653164545285,2,83,A321,0,0.3785,2,1,2,0,0,1,1,0,0,0,0,0.5561827860759085
5,3,9,BLR,HYD,533,1,6.3,0.1929219193008292,19,72,A321,0,0.4772,2,3,2,0,1,0,0,0,0,1,1,0.3175226717552902
10,3,3,DEL,AMD,858,2,5.6,0.16009476816360407,13,47,B737,0,0.514,1,6,1,0,0,0,0,0,0,0,0,0.5560331688572614
16,3,12,CCU,DEL,1315,0,7.3,0.4277999545054311,3,21,A320,0,0.3211,4,1,0,0,0,1,0,0,1,0,0,0.3297299840769009
7,2,11,BLR,DEL,1778,1,10.8,0.4309770403897263,3,87,A320,1,0.7224,2,1,0,1,0,1,0,1,0,0,0,0.6308419641364041
7,5,2,BLR,HYD,532,0,2.8,0.18183996266330651,14,68,A320,0,0.3227,2,3,0,1,0,1,0,0,0,0,0,0.1436439869321573
22,6,7,DEL,BLR,1772,0,11.3,0.4156316820550962,16,59,A320,1,0.6163,1,2,0,0,1,0,1,1,0,0,0,0.36547108871928363
4,0,1,BOM,MAA,1035,2,13.3,0.2944715597023701,11,43,B777,1,0.8378,0,5,4,0,0,1,0,1,0,0,0,0.8330650458958295
16,5,8,BLR,BOM,812,1,2.0,0.3264643572614112,10,78,ATR72,0,0.4806,2,0,3,0,1,0,0,0,0,0,1,0.3642625250414939
21,6,10,BOM,BLR,883,0,11.7,0.32055821375731325,7,43,A321,0,0.4482,0,2,2,0,0,0,1,1,0,0,0,0.3321953748150596
14,1,1,BOM,HYD,573,2,12.9,0.22652850890860524,11,78,A320,1,0.7406,0,3,0,0,0,1,0,1,0,0,0,0.8092849781180118
15,4,9,BLR,HYD,460,0,11.6,0.17087930172711724,5,66,A321,0,0.3684,2,3,2,0,1,0,1,1,0,0,0,0.279807755604491
14,1,5,AMD,DEL,897,3,9.3,0.17234329553673883,16,49,B777,1,0.8689,6,1,4,0,0,0,0,0,0,0,0,0.8103201534378586
0,6,1,BOM,DEL,1135,0,2.4,0.4181004084814708,5,60,A320,0,0.2172,0,1,0,0,0,1,1,0,0,0,0,0.29633514296851476
16,6,8,HYD,BOM,634,0,13.5,0.27474064060012254,1,44,A320,0,0.5299,3,0,0,0,1,0,1,1,0,0,0,0.3161592242100429
2,0,3,CCU,DEL,1314,0,13.6,0.46016194859820336,17,79,ATR72,0,0.4841,4,1,3,0,0,0,0,1,0,0,0,0.3110566820093712
11,3,4,DEL,GOI,1899,2,4.9,0.37892906546771044,18,56,B737,1,0.6516,1,7,1,0,0,0,0,0,0,0,0,0.6326251729136987
10,6,4,HYD,BLR,473,3,1.5,0.2054907123147859,1,36,A320,1,0.8022,3,2,0,0,0,0,1,0,0,0,0,0.891921749310175
18,2,6,BLR,HYD,523,1,4.1,0.139785700271645,9,72,B777,0,0.5059,2,3,4,1,1,0,0,0,0,0,1,0.29892499509507575
15,6,4,CCU,DEL,1345,0,13.5,0.3942654351473162,20,55,A320,1,0.5077,4,1,0,0,0,0,1,1,0,1,0,0.35799290230156067
8,5,6,BOM,BLR,837,1,8.2,0.29457592922613063,3,23,B777,1,0.8678,0,2,4,1,1,0,0,0,1,0,1,0.45310157522914574
18,1,1,BLR,BOM,839,1,10.2,0.273419905978809,1,63,ATR72,1,0.6594,2,0,3,1,0,1,0,1,0,0,0,0.5756969670925831
16,5,5,DEL,BOM,1158,2,7.7,0.31057006038793006,2,62,B737,1,0.5742,1,0,1,0,0,0,0,0,0,0,0,0.6086995211357755
6,2,4,DEL,GOI,1862,1,2.2,0.3430983062847258,8,80,B737,0,0.3372,1,7,1,0,0,0,0,0,0,0,0,0.370084407199654
0,5,11,BOM,MAA,997,0,10.4,0.27800895096711614,16,66,ATR72,0,0.4612,0,5,3,0,0,1,0,1,0,0,0,0.32730313283849066
18,0,11,HYD,BLR,539,1,4.2,0.14656007649450295,12,42,B777,1,0.5286,3,2,4,1,0,1,0,0,0,0,0,0.38129602677307606
2,1,8,BLR,BOM,849,0,2.2,0.29337782744071533,13,20,B777,0,0.4174,2,0,4,0,1,0,0,0,1,0,0,0.20268223960425036
17,2,4,PNQ,BOM,136,0,2.1,0.16141191409249162,8,88,ATR72,0,0.2646,8,0,3,1,0,0,0,0,0,0,0,0.05649416993237206
18,4,4,PNQ,BOM,148,0,5.0,0.15637343606939386,18,20,A321,0,0.5125,8,0,2,1,0,0,1,0,1,0,0,0.22473070262428785
0,2,3,MAA,BOM,1001,2,1.1,0.25351746315315965,4,33,B737,1,0.5714,5,0,1,0,0,0,0,0,0,0,0,0.5887311121036058
2,6,5,HYD,BLR,472,0,11.8,0.159510882002421,9,57,A321,0,0.3138,3,2,2,0,0,0,1,1,0,0,0,0.27582880870084736
22,3,3,BLR,HYD,514,3,5.2,0.2296296804245226,14,76,A321,1,0.7419,2,3,2,0,0,0,0,0,0,0,0,0.8303703881485829
0,4,6,HYD,BLR,461,1,9.0,0.17341430223838622,5,89,A320,0,0.4694,3,2,0,0,1,0,1,0,0,0,1,0.3806950057834352
12,3,10,BOM,DEL,1185,0,12.3,0.3746739525311393,18,71,B737,0,0.4499,0,1,1,0,0,0,0,1,0,0,0,0.28113588338589873
22,4,1,BOM,PNQ,167,0,13.5,0.15992775178235918,7,43,B777,0,0.384,0,8,4,0,0,1,1,1,0,0,0,0.3559747131238257
